index,header,contents,type,page_url,is_howto,char_count,word_count,tld
77,S3 retry counts are now configurable ([700](https://github.com/Netflix/metaflow/pull/700)),"This release allows you to set the number of times S3 access are retried (the default is
 7). The relevant environment variable is: `METAFLOW_S3_RETRY_COUNT`.",H4,https://docs.metaflow.org/internals/release-notes#s3-retry-counts-are-now-configurable-700,False,158,24,https://docs.metaflow.org
78,New datastore implementation resulting in improved performance ([580](https://github.com/Netflix/metaflow/pull/580)),"The datastore implementation was reworked to make it easier to extend in the future. It
 also now uploads artifacts in parallel to S3 (as opposed to sequentially) which can lead
 to better performance. The changes also contribute to a notable improvement in the speed
 of `resume` which can now start resuming a flow twice as fast as before. Documentation
 can be found [here](https://github.com/Netflix/metaflow/blob/master/docs/datastore.md).",H4,https://docs.metaflow.org/internals/release-notes#new-datastore-implementation-resulting-in-improved-performance-580,False,444,63,https://docs.metaflow.org
79,S3 datatools performance improvements ([697](https://github.com/Netflix/metaflow/pull/697)),"The S3 datatools better handles small versus large files by using the `download_file`
 command for larger files and using `get_object` for smaller files to minimize the number
 of calls made to S3.",H4,https://docs.metaflow.org/internals/release-notes#s3-datatools-performance-improvements-697,False,197,32,https://docs.metaflow.org
82,[Fix recursion error when `METAFLOW_DEFAULT_ENVIRONMENT` is set to `conda`](https://github.com/Netflix/metaflow/releases673),"Prior to this release, setting default execution environment to `conda` through
 `METAFLOW_DEFAULT_ENVIRONMENT` would result in a recursion error.
 
 ```
 METAFLOW_DEFAULT_ENVIRONMENT=conda python flow.py run
 ```
 
 ```
   File ""/Users/savin/Code/metaflow/metaflow/cli.py"", line 868, in start
     if e.TYPE == environment][0](ctx.obj.flow)
   File ""/Users/savin/Code/metaflow/metaflow/plugins/conda/conda_environment.py"", line 27, in __init__
     if e.TYPE == DEFAULT_ENVIRONMENT][0](self.flow)
   File ""/Users/savin/Code/metaflow/metaflow/plugins/conda/conda_environment.py"", line 27, in __init__
     if e.TYPE == DEFAULT_ENVIRONMENT][0](self.flow)
   File ""/Users/savin/Code/metaflow/metaflow/plugins/conda/conda_environment.py"", line 27, in __init__
     if e.TYPE == DEFAULT_ENVIRONMENT][0](self.flow)
   [Previous line repeated 488 more times]
   File ""/Users/savin/Code/metaflow/metaflow/plugins/conda/conda_environment.py"", line 24, in __init__
     from ...plugins import ENVIRONMENTS
 RecursionError: maximum recursion depth exceeded
 ```
 
 This release fixes this bug.",H4,https://docs.metaflow.org/internals/release-notes#fix-recursion-error-when-metaflow-default-environment-is-set-to-conda,False,1083,127,https://docs.metaflow.org
83,[Allow dots in `host_volumes` attribute for `@batch` decorator](https://github.com/Netflix/metaflow/releases676),"Dots in volume names - `@batch(host_volumes='/path/with/.dot')` weren't being sanitized
 properly resulting in errors when a Metaflow task launched on AWS Batch. This release
 fixes this bug.",H4,https://docs.metaflow.org/internals/release-notes#allow-dots-in-host-volumes-attribute-for-batch-decorator,False,191,26,https://docs.metaflow.org
86,[Enable mounting host volumes in AWS Batch](https://github.com/Netflix/metaflow/issues/441),"With this release, you can now [mount and access instance host
 volumes](https://aws.amazon.com/premiumsupport/knowledge-center/batch-mount-efs/) within
 a Metaflow task running on AWS Batch. To access a host volume, you can add
 `host-volumes` argument to your `@batch` decorator -
 
 ```
 @batch(host_volumes=['/home', '/var/log'])
 ```",H4,https://docs.metaflow.org/internals/release-notes#enable-mounting-host-volumes-in-aws-batch,False,338,40,https://docs.metaflow.org
88,[Fix input values for Parameters of type `list` within a Metaflow Foreach task](https://github.com/Netflix/metaflow/issues/651),"The following flow had a bug where the value for `self.input` was being imputed to
 `None` rather than the dictionary element. This release fixes this issue -
 
 ```python
 from metaflow import FlowSpec, Parameter, step, JSONType
 
 class ForeachFlow(FlowSpec):
     numbers_param = Parameter(
         ""numbers_param"",
         type=JSONType,
         default='[1,2,3]'
     )
 
     @step
     def start(self):
         # This works, and passes each number to the run_number step:
         #
         # self.numbers = self.numbers_param
         # self.next(self.run_number, foreach='numbers')
 
         # But this doesn't:
         self.next(self.run_number, foreach='numbers_param')
 
     @step
     def run_number(self):
         print(f""number is {self.input}"")
         self.next(self.join)
 
     @step
     def join(self, inputs):
         self.next(self.end)
 
     @step
     def end(self):
         pass
 
 if __name__ == '__main__':
     ForeachFlow()
 ```",H4,https://docs.metaflow.org/internals/release-notes#fix-input-values-for-parameters-of-type-list-within-a-metaflow-foreach-task,False,971,250,https://docs.metaflow.org
91,[Fix execution of `step-functions create` when using an `IncludeFile` parameter](https://github.com/Netflix/metaflow/releases637),"PR [#607](https://github.com/Netflix/metaflow/pull/607) in `Metaflow 2.3.3` introduced a
 bug with `step-functions create` command for `IncludeFile` parameters. This release
 rolls back that PR. A subsequent release will reintroduce a modified version of PR
 [#607](https://github.com/Netflix/metaflow/pull/607).",H4,https://docs.metaflow.org/internals/release-notes#fix-execution-of-step-functions-create-when-using-an-includefile-parameter,False,312,32,https://docs.metaflow.org
94,[Support resource tags for Metaflow's integration with AWS Batch](https://github.com/Netflix/metaflow/releases632),"Metaflow now supports setting [resource tags for AWS Batch
 jobs](https://docs.aws.amazon.com/batch/latest/userguide/using-tags.html) and
 propagating them to the underlying ECS tasks. The following tags are attached to the AWS
 Batch jobs now -",H4,https://docs.metaflow.org/internals/release-notes#support-resource-tags-for-metaflow-s-integration-with-aws-batch,False,245,30,https://docs.metaflow.org
96,[Properly handle `None` as defaults for parameters for AWS Step Functions execution](https://github.com/Netflix/metaflow/releases630),"Prior to this release, a parameter specification like -
 
 ```
 Parameter(name=""test_param"", type=int, default=None)
 ```
 
 will result in an error even though the default has been specified
 
 ```
 Flow failed:
     The value of parameter test_param is ambiguous. It does not have a default and it is not required.
 ```
 
 This release fixes this behavior by allowing the flow to execute as it would locally.",H4,https://docs.metaflow.org/internals/release-notes#properly-handle-none-as-defaults-for-parameters-for-aws-step-functions-execution,False,410,71,https://docs.metaflow.org
97,[Fix return value of `IncludeFile` artifacts](https://github.com/Netflix/metaflow/releases607),"The `IncludeFile` parameter would return JSONified metadata about the file rather than
 the file contents when accessed through the `Metaflow Client`. This release fixes that
 behavior by returning instead the file contents, just like any other Metaflow data
 artifact.",H4,https://docs.metaflow.org/internals/release-notes#fix-return-value-of-includefile-artifacts,False,269,39,https://docs.metaflow.org
99,Features,"**`step-functions trigger` command now supports `--run-id-file` option**
 
 Similar to `run` , you can now pass `--run-id-file` option to `step-function trigger`.
 Metaflow then will write the triggered run id to the specified file. This is useful if
 you have additional scripts that require the run id to examine the run or wait until it
 finishes.",H3,https://docs.metaflow.org/internals/release-notes#features,False,350,55,https://docs.metaflow.org
101,Features,"[**Performance optimizations for
 `merge_artifacts`**](https://github.com/Netflix/metaflow/releases/tag/2.3.1#556)
 
 Prior to this release, `FlowSpec.merge_artifacts` was loading all of the merged
 artifacts into memory after doing all of the consistency checks with hashes. This
 release now avoids the memory and compute costs of decompressing, de-pickling,
 re-pickling, and recompressing each merged artifact - resulting in improved performance
 of `merge_artifacts`.",H3,https://docs.metaflow.org/internals/release-notes#features,False,472,53,https://docs.metaflow.org
104,[Coordinate larger Metaflow projects with `@project`](../production/coordinating-larger-metaflow-projects),"It's not uncommon for multiple people to work on the same workflow simultaneously.
 Metaflow makes it possible by keeping executions [isolated through independently stored
 artifacts and namespaces](../scaling/tagging). However, by default, [all AWS Step
 Functions deployments](../production/scheduling-metaflow-flows/introduction) are bound
 to the name of the workflow. If multiple people call `step-functions create`
 independently, each deployment will overwrite the previous one. In the early stages of a
 project, this simple model is convenient but as the project grows, it is desirable that
 multiple people can test their own AWS Step Functions deployments without interference.
 Or, as a single developer, you may want to experiment with multiple independent AWS Step
 Functions deployments of their workflow. This release introduces a `@project` decorator
 to address this need. The `@project` decorator is used at the `FlowSpec`-level to bind a
 Flow to a specific project. All flows with the same project name belong to the same
 project.
 
 ```python
 from metaflow import FlowSpec, step, project, current
 
 @project(name='example_project')
 class ProjectFlow(FlowSpec):
 
     @step
     def start(self):
         print('project name:', current.project_name)
         print('project branch:', current.branch_name)
         print('is this a production run?', current.is_production)
         self.next(self.end)
 
     @step
     def end(self):
         pass
 
 if __name__ == '__main__':
     ProjectFlow()
 ```
 
 ```
 python flow.py run
 ```
 
 The flow works exactly as before when executed outside AWS Step Functions and introduces
 `project_name`, `branch_name` & `is_production` in the
 [`current`](../scaling/tagging#accessing-current-ids-in-a-flow) object.
 
 On AWS Step Functions, however, `step-functions create` will create a new workflow
 `example_project.user.username.ProjectFlow` (where `username` is your username) with a
 user-specific [isolated namespace](../scaling/tagging) and a [separate production
 token](../scaling/tagging#production-tokens).
 
 For deploying experimental (test) versions that can run in parallel with production, you
 can deploy custom branches with `--branch`
 
 ```
 python flow.py --branch foo step-functions create
 ```
 
 To deploy a production version, you can deploy with `--production` flag (or pair it up
 with `--branch` if you want to run multiple variants in production)
 
 ```
 python project_flow.py --production step-functions create
 ```
 
 Note that the isolated namespaces offered by `@project` work best when your code is
 designed to respect these boundaries. For instance, when writing results to a table, you
 can use current.branch_name to choose the table to write to or you can disable writes
 outside production by checking current.is_production.",H4,https://docs.metaflow.org/internals/release-notes#coordinate-larger-metaflow-projects-with-project-production-coordinating-larger-metaflow-projects,False,2832,421,https://docs.metaflow.org
